m,x,y,z,vx,vy,vz
9.999999999999999547e-08,6.215255316655000639e-01,2.592898379169384171e+01,-9.669148038982665616e-01,-1.235495214840414357e+00,2.477859640289636900e-02,-3.712853612788635793e-02
9.999999999999999547e-08,1.802647007452619832e+01,1.165841804181524033e+01,-3.741380956948757441e-02,-7.057718162049771982e-01,1.177011982607416352e+00,-6.265998448090998388e-03
9.999999999999999547e-08,-8.834101517995083253e-01,8.436820478359969844e-01,-1.001552006146509688e-01,-3.626809535975957566e+00,-4.206581374946956053e+00,2.621538741220083568e-01
9.999999999999999547e-08,-2.220691332784351602e+01,3.275393472041869103e+01,1.482065818529660906e+00,-8.552625531876864029e-01,-5.533914734617991771e-01,3.103779936117053578e-02
9.999999999999999547e-08,-4.398886923966203710e+01,2.113787943710904926e+01,1.902430545892828562e+00,-3.713941244664921149e-01,-7.731416905554898689e-01,7.621075272327434633e-03
9.999999999999999547e-08,-4.632480808022437224e-01,7.037295075753418949e+00,6.023256755543651142e-01,-2.358999893861597030e+00,-1.658094534303624079e-01,2.940288585697018245e-02
9.999999999999999547e-08,2.044403173968628451e+01,1.884991707330661725e+01,1.687597317320608470e+00,-8.297515962249256694e-01,8.470996387200943056e-01,-7.230505901402872748e-02
9.999999999999999547e-08,5.126399587721886419e+00,-2.424980970708324968e+00,-3.888955907200822293e-01,1.070980396875978569e+00,2.363065952335139830e+00,6.671463568528843147e-02
9.999999999999999547e-08,3.335068491648332412e+01,6.576173016134861271e+00,8.928262837125493512e-01,-2.383496703937444949e-01,1.041386040400604340e+00,-8.506800359194921501e-02
9.999999999999999547e-08,-7.707290858323710303e+00,-1.143296763691836837e+01,-1.899735320342561817e-02,1.378303081503804872e+00,-1.016323073556825607e+00,-2.124197918594873669e-02
9.999999999999999547e-08,2.911954683692741241e+01,9.414219384855186945e+00,-2.455434584181797331e-01,-3.947343222440912180e-01,1.104528607969229803e+00,8.917306319838384787e-02
9.999999999999999547e-08,-1.423525906819183895e+00,3.602544038513534730e+01,-1.165729081565360703e+00,-1.050440888489390989e+00,-9.475573456419361662e-03,-6.918201867924098601e-03
