# t_yr,a_AU,e,n_radyr,RL1_AU,RL2_AU,Ls1,Ls2,Jorb,Jtot,Omega1,Omega2,MB_saturated(super=1),super_synchronous(1),da_dt_AU_per_yr
3.756260434056761369e+03,6.826953350423999034e-02,9.011756353832717226e-02,4.981434948071826625e+02,2.586872702501854734e-02,2.586872702501854734e-02,4.348227296790355150e-05,4.333214264760702864e-05,1.156132600484464312e+00,1.156219414900079734e+00,2.010569339608467132e+01,2.003627489554846619e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.163837323199555859e-07
3.764607679465776528e+03,6.826522280012321808e-02,9.009399570300299920e-02,4.981906795161322634e+02,2.586709361078003491e-02,2.586709361078003491e-02,4.343404415167597223e-05,4.328441111715683888e-05,1.156098574580740834e+00,1.156185293036009698e+00,2.008339295671611424e+01,2.001420439529504591e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.164223531893080788e-07
3.772954924874791686e+03,6.826091134884916534e-02,9.007048327843399094e-02,4.982378798548087389e+02,2.586545991342829864e-02,2.586545991342829864e-02,4.338597521915544934e-05,4.323683673361752356e-05,1.156064534571686453e+00,1.156151157383639161e+00,2.006116644569981844e+01,1.999220655793141077e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.165118626315108025e-07
3.781302170283806390e+03,6.825659851424194235e-02,9.004697209329863561e-02,4.982851027950270577e+02,2.586382569190323957e-02,2.586382569190323957e-02,4.333806455028536847e-05,4.318941790554745036e-05,1.156030480759618673e+00,1.156117008242074640e+00,2.003901311394059093e+01,1.997028064759359722e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.166775859453330989e-07
3.789649415692821549e+03,6.825228378247076566e-02,9.002342834666579585e-02,4.983323539730855032e+02,2.586219075150383157e-02,2.586219075150383157e-02,4.329031269736862976e-05,4.314215519142115053e-05,1.155996412338306856e+00,1.156082844806195720e+00,2.001693321681682391e+01,1.994842692251368632e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.169048661869597052e-07
3.797996661101836708e+03,6.824796721461227900e-02,8.999985590096992727e-02,4.983796327314697123e+02,2.586055511537327031e-02,2.586055511537327031e-02,4.324271896254506755e-05,4.309504791231422556e-05,1.155962329415180401e+00,1.156048667182055123e+00,1.999492643164615302e+01,1.992664506876499431e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.171248294466941092e-07
3.806343906510851411e+03,6.824364937912635876e-02,8.997629316315576553e-02,4.984269328536357762e+02,2.585891899891266249e-02,2.585891899891266249e-02,4.319528083761524351e-05,4.304809359727891941e-05,1.155928232773141273e+00,1.156014476147576131e+00,1.997299159866655671e+01,1.990493394381023506e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.172766912132647356e-07
3.814691151919866570e+03,6.823933092362215180e-02,8.995280091077854923e-02,4.984742472518526597e+02,2.585728264751440547e-02,2.585728264751440547e-02,4.314799876902924481e-05,4.300129269971003399e-05,1.155894121525873564e+00,1.155980270817342337e+00,1.995112892431132323e+01,1.988329375729385617e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.173509694039846664e-07
3.823038397328881729e+03,6.823501167667303524e-02,8.992945116628216218e-02,4.985215778096538770e+02,2.585564599622143522e-02,2.585564599622143522e-02,4.310087241143157949e-05,4.295464488920564439e-05,1.155859986679928397e+00,1.155946042197228962e+00,1.992933824889211536e+01,1.986172435644187573e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.174457845041558869e-07
3.831385642737896887e+03,6.823068478858637653e-02,8.990565970044678279e-02,4.985689996099746963e+02,2.585400644954466420e-02,2.585400644954466420e-02,4.305389905055865310e-05,4.290814749034586742e-05,1.155825831436195550e+00,1.155911793482736538e+00,1.990761831736526588e+01,1.984022450417149841e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.183611927817050286e-07
3.839732888146911591e+03,6.822636081569102839e-02,8.988207525117415664e-02,4.986163969716011479e+02,2.585236800749369721e-02,2.585236800749369721e-02,4.300707931745372474e-05,4.286180113894289321e-05,1.155791677218837910e+00,1.155877546099294273e+00,1.988596942151777824e+01,1.981879449447482955e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.180119528627268841e-07
3.848080133555926750e+03,6.822203525677333902e-02,8.985866688360077958e-02,4.986638192329285175e+02,2.585072896446631921e-02,2.585072896446631921e-02,4.296041318919135304e-05,4.281560582343346840e-05,1.155757489160673446e+00,1.155843265179686163e+00,1.986439155074919682e+01,1.979743432200515585e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.182019583391789683e-07
3.856427378964941909e+03,6.821770540219868062e-02,8.983489343242614944e-02,4.987112961174107681e+02,2.584908829372637926e-02,2.584908829372637926e-02,4.291389705730945064e-05,4.276955798272463738e-05,1.155723300967066658e+00,1.155808984422106667e+00,1.984288303654894392e+01,1.977614234015483063e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.187165780440678451e-07
3.864774624373956613e+03,6.821337554560390204e-02,8.981140770104684146e-02,4.987587805581749762e+02,2.584744762222097175e-02,2.584744762222097175e-02,4.286753363265747966e-05,4.272366031124409571e-05,1.155689080664167756e+00,1.155774671858111668e+00,1.982144513238204198e+01,1.975491979479564009e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.187168200544938986e-07
3.873121869782971771e+03,6.820904555944426462e-02,8.978785189340453277e-02,4.988062739559894680e+02,2.584580690162078392e-02,2.584580690162078392e-02,4.282131966325029924e-05,4.267790960048043814e-05,1.155654864626197487e+00,1.155740363855461306e+00,1.980007633456867211e+01,1.973376520234951670e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.187323419245548935e-07
3.881469115191986930e+03,6.820470938899615698e-02,8.976408649101949577e-02,4.988538427401830972e+02,2.584416383766679690e-02,2.584416383766679690e-02,4.277525335352839260e-05,4.263230408346118462e-05,1.155620616142911006e+00,1.155706023700348029e+00,1.977877581286316300e+01,1.971267774578909737e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.194732196832863470e-07
3.889816360601001634e+03,6.820037406448037354e-02,8.974052987609060228e-02,4.989014098032546940e+02,2.584252109425393129e-02,2.584252109425393129e-02,4.272933713682897609e-05,4.258684617974182400e-05,1.155586351009666668e+00,1.155671667192983199e+00,1.975754469241212163e+01,1.969165854388847592e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.193718769908767180e-07
3.898163606010016792e+03,6.819603921398134649e-02,8.971708021754272455e-02,4.989489792240815405e+02,2.584087853045573605e-02,2.584087853045573605e-02,4.268356734157322099e-05,4.254153226486060259e-05,1.155552076738358025e+00,1.155637301837964426e+00,1.973638127552052879e+01,1.967070592073902446e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.193150897834314075e-07
3.906510851419031951e+03,6.819170196431807718e-02,8.969353563841614418e-02,4.989965825388571261e+02,2.583923505756498609e-02,2.583923505756498609e-02,4.263794524318877355e-05,4.249636361188888363e-05,1.155517790088760766e+00,1.155602924397615805e+00,1.971528615193118128e+01,1.964982046499401491e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.196025096596556702e-07
3.914858096828047110e+03,6.818736168890295046e-02,8.966990287485854250e-02,4.990442266405561895e+02,2.583759043815476997e-02,2.583759043815476997e-02,4.259246846361829477e-05,4.245133787666237573e-05,1.155483485037342550e+00,1.155568528843682996e+00,1.969425822205823451e+01,1.962900109273935811e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.199649947321721718e-07
3.923205342237061814e+03,6.818301956875022496e-02,8.964628146463128611e-02,4.990918985793894080e+02,2.583594511973563365e-02,2.583594511973563365e-02,4.254713664151561168e-05,4.240645471154811183e-05,1.155449161186306473e+00,1.155534114777659438e+00,1.967329731881945420e+01,1.960824764323363922e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.201859942965353573e-07
3.931552587646076972e+03,6.817867518469968025e-02,8.962263896694046272e-02,4.991396029697618815e+02,2.583429894347915451e-02,2.583429894347915451e-02,4.250195001233428765e-05,4.236171435974325083e-05,1.155414818369826291e+00,1.155499682034198283e+00,1.965240355108581127e+01,1.958756022892837834e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.204572092552484322e-07
3.939899833055092131e+03,6.817432748345045312e-02,8.959886514427993498e-02,4.991873513939973463e+02,2.583265151026803430e-02,2.583265151026803430e-02,4.245690582592043797e-05,4.231711410820800508e-05,1.155380459162785201e+00,1.155465233182719320e+00,1.963157564721838000e+01,1.956693759534577381e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.208546096574007451e-07
3.948247078464106835e+03,6.816997892692491789e-02,8.957509495620545603e-02,4.992351168268036758e+02,2.583100375297517348e-02,2.583100375297517348e-02,4.241200390873851281e-05,4.227265379492584942e-05,1.155346090332346032e+00,1.155430774990049647e+00,1.961081352697635438e+01,1.954637966757127998e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.209570717591405639e-07
3.956594323873121994e+03,6.816563114992138517e-02,8.955147665787389910e-02,4.992828813131213792e+02,2.582935629105919534e-02,2.582935629105919534e-02,4.236724579098954724e-05,4.222833494485408188e-05,1.155311710269379066e+00,1.155396305850114880e+00,1.959011789790676161e+01,1.952588715072728576e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.208636850232123491e-07
3.964941569282137152e+03,6.816128304882519695e-02,8.952806733710011455e-02,4.993306569777161599e+02,2.582770870633785409e-02,2.582770870633785409e-02,4.232262934818042103e-05,4.218415546408866602e-05,1.155277303683693191e+00,1.155361810468505501e+00,1.956948777766887915e+01,1.950545907661710032e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.209025113233400728e-07
3.973288814691152311e+03,6.815692670831959010e-02,8.950413194321597821e-02,4.993785308160024670e+02,2.582605799953522838e-02,2.582605799953522838e-02,4.227815216024573150e-05,4.214011296582505526e-05,1.155242880130565419e+00,1.155327298395691482e+00,1.954892204725283023e+01,1.948509434161027443e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.218895925716920489e-07
3.981636060100167015e+03,6.815257569694173345e-02,8.948064025591689896e-02,4.994263537264199613e+02,2.582440931204844914e-02,2.582440931204844914e-02,4.223381678917651681e-05,4.209620999653454352e-05,1.155208453495256915e+00,1.155292783522042566e+00,1.952842189129324524e+01,1.946479412316529434e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.212511630672467620e-07
3.989983305509182173e+03,6.814821660423923955e-02,8.945680054408074178e-02,4.994742731151221165e+02,2.582275756238195177e-02,2.582275756238195177e-02,4.218961852669111338e-05,4.205244190325918698e-05,1.155173992640249114e+00,1.155258234700679232e+00,1.950798513273586465e+01,1.944455626980893470e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.222193057587615201e-07
3.998330550918197332e+03,6.814386288368926015e-02,8.943338384444478317e-02,4.995221410972426384e+02,2.582110784833427028e-02,2.582110784833427028e-02,4.214556068177823114e-05,4.200881197210084504e-05,1.155139531257804997e+00,1.155223685630458963e+00,1.948761330161828553e+01,1.942438230099618579e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.215757218875239065e-07
4.006677796327212036e+03,6.813950036172913838e-02,8.940944460366438695e-02,4.995701135180351002e+02,2.581945479925169123e-02,2.581945479925169123e-02,4.210163839868918663e-05,4.196531540370351636e-05,1.155105047697752241e+00,1.155189114651554716e+00,1.946730415269922432e+01,1.940426999756108373e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.226301308226079155e-07
4.015025041736227195e+03,6.813513858201050710e-02,8.938577510114792402e-02,4.996180854538255289e+02,2.581780203141964894e-02,2.581780203141964894e-02,4.205785427055658412e-05,4.192195477518699970e-05,1.155070540339333762e+00,1.155154520148379493e+00,1.944705888501280810e+01,1.938422055113361253e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.225412102920184875e-07
4.023372287145242353e+03,6.813077830016672776e-02,8.936227967092336133e-02,4.996660485897763238e+02,2.581614983116311754e-02,2.581614983116311754e-02,4.201420649404572036e-05,4.187872830975744088e-05,1.155036025567342639e+00,1.155119918502146570e+00,1.942687666471820762e+01,1.936423314014512442e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.223617648847572206e-07
4.031719532554257057e+03,6.812641491268180138e-02,8.933861263016343313e-02,4.997140535705677848e+02,2.581449645411543897e-02,2.581449645411543897e-02,4.197069461481805645e-05,4.183563556645723960e-05,1.155001500332386577e+00,1.155085306662567923e+00,1.940675728173460257e+01,1.934430756070198854e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.227338206941995729e-07
4.040066777963272216e+03,6.812204781715648638e-02,8.931482272141784418e-02,4.997621070433852992e+02,2.581284167201516530e-02,2.581284167201516530e-02,4.192731733808345736e-05,4.179267527186787787e-05,1.154966954440544979e+00,1.155050674433154789e+00,1.938670013736621200e+01,1.932444322399041070e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.231780439327287514e-07
4.048414023372287375e+03,6.811767941028909479e-02,8.929108251864578683e-02,4.998101826510851424e+02,2.581118639302047713e-02,2.581118639302047713e-02,4.188407430406822950e-05,4.174984707848464297e-05,1.154932390255247299e+00,1.155016024176629852e+00,1.936670506525790003e+01,1.930463996932828152e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.233351427135045886e-07
4.056761268781302533e+03,6.811330998679798743e-02,8.926739980712841693e-02,4.998582771580956887e+02,2.580953072880620355e-02,2.580953072880620355e-02,4.184096478205703249e-05,4.170715027133905199e-05,1.154897809469436876e+00,1.154981357584490276e+00,1.934677172753545094e+01,1.928489746612255828e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.234569342346534304e-07
4.065108514190317237e+03,6.810893923466350419e-02,8.924376621131055454e-02,4.999063940067775889e+02,2.580787456114169362e-02,2.580787456114169362e-02,4.179798888856052215e-05,4.166458497450052694e-05,1.154863210312373045e+00,1.154946672886236092e+00,1.932690017807203020e+01,1.926521577174148447e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.236161057111118255e-07
4.073455759599332396e+03,6.810456471631938513e-02,8.922000490918959026e-02,4.999545600471076341e+02,2.580621696638307414e-02,2.580621696638307414e-02,4.175514507729411373e-05,4.162214966505736112e-05,1.154828590485736495e+00,1.154911967780478887e+00,1.930708970188376838e+01,1.924559418200853500e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.240672976254551061e-07
4.081803005008347554e+03,6.810018717799320997e-02,8.919607683831458356e-02,5.000027670824123902e+02,2.580455822729129170e-02,2.580455822729129170e-02,4.171243132047018111e-05,4.157984234300948122e-05,1.154793960357048066e+00,1.154877252630711615e+00,1.928733936134543470e+01,1.922603177214712034e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.244290914757753125e-07
4.090150250417362258e+03,6.809581115808154006e-02,8.917232650376276382e-02,5.000509651399528934e+02,2.580290006355791602e-02,2.580290006355791602e-02,4.166984795576881705e-05,4.153766335118893932e-05,1.154759322629805407e+00,1.154842530141112267e+00,1.926764931259634395e+01,1.920652870067875995e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.242471854180759333e-07
4.098497495826377417e+03,6.809143576374673823e-02,8.914884420308624713e-02,5.000991640496111472e+02,2.580124213686845608e-02,2.580124213686845608e-02,4.162739640310826811e-05,4.149561410440897539e-05,1.154724660381440060e+00,1.154807783391947451e+00,1.924802021219005255e+01,1.918708562179651622e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.241722413092508730e-07
4.106844741235392576e+03,6.808705158780346822e-02,8.912482905512972287e-02,5.001474674634168878e+02,2.579958088264736049e-02,2.579958088264736049e-02,4.158507357764426463e-05,4.145369155535448330e-05,1.154689976949160313e+00,1.154773015714293249e+00,1.922845063373072705e+01,1.916770112645759738e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.252242780037385333e-07
4.115191986644407734e+03,6.808267293690122013e-02,8.910126269393478515e-02,5.001957177657946545e+02,2.579792172197767353e-02,2.579792172197767353e-02,4.154288012899142569e-05,4.141189635568831622e-05,1.154655291793082794e+00,1.154738246569567472e+00,1.920894087759254987e+01,1.914837551598326826e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.245623780893131959e-07
4.123539232053422893e+03,6.807828588660438940e-02,8.907731141492500337e-02,5.002440684056944065e+02,2.579625937860503815e-02,2.579625937860503815e-02,4.150081397373972124e-05,4.137022644977448503e-05,1.154620573312332477e+00,1.154703444352755959e+00,1.918948998043114429e+01,1.912910783987154417e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.255686255603130380e-07
4.131886477462437142e+03,6.807390414577768611e-02,8.905382648224649533e-02,5.002923683046942074e+02,2.579459904709957563e-02,2.579459904709957563e-02,4.145887717852426979e-05,4.132868389284961299e-05,1.154585849493182881e+00,1.154668637054254265e+00,1.917009889783436805e+01,1.910989904843974685e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.249325510391022887e-07
4.140233722871452301e+03,6.806951466759010583e-02,8.902982571551901203e-02,5.003407612861452094e+02,2.579293578374931492e-02,2.579293578374931492e-02,4.141706600105002329e-05,4.128726498578540259e-05,1.154551111502475802e+00,1.154633815833462585e+00,1.915076589940884588e+01,1.909074743125431084e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.258594868721099004e-07
4.148580968280467459e+03,6.806512425068425576e-02,8.900599953914765938e-02,5.003891724214611259e+02,2.579127216469944556e-02,2.579127216469944556e-02,4.137538155626031090e-05,4.124597084094308775e-05,1.154516345430227187e+00,1.154598966782624414e+00,1.913149150069131466e+01,1.907165350265803028e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.259719453208299337e-07
4.156928213689482618e+03,6.806073431103171201e-02,8.898231572749777663e-02,5.004375861003581463e+02,2.578960872649064401e-02,2.578960872649064401e-02,4.133382315317860045e-05,4.120480078167279738e-05,1.154481566638084100e+00,1.154564105262018803e+00,1.911227538218231814e+01,1.905261694977593834e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.259147703747329022e-07
4.165275459098497777e+03,6.805634378374154914e-02,8.895866716279589304e-02,5.004860140688560932e+02,2.578794506561389588e-02,2.578794506561389588e-02,4.129238954142122489e-05,4.116375357703655214e-05,1.154446777196316054e+00,1.154529233339434580e+00,1.909311696571910488e+01,1.903363720343673648e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.259851693615035096e-07
4.173622704507512935e+03,6.805195047466200409e-02,8.893492214692251541e-02,5.005344805394319110e+02,2.578628035066006519e-02,2.578628035066006519e-02,4.125107954101219290e-05,4.112282806572801043e-05,1.154411972126116348e+00,1.154494346033723140e+00,1.907401570569460603e+01,1.901471372666598825e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.263184277294884668e-07
4.181969949916528094e+03,6.804755454622662958e-02,8.891112671857481775e-02,5.005829837363293109e+02,2.578461464317857027e-02,2.578461464317857027e-02,4.120989376482030289e-05,4.108202486252359050e-05,1.154377148030828915e+00,1.154459439949456101e+00,1.905497188549217213e+01,1.899584680372909773e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.266322265578575663e-07
4.190317195325542343e+03,6.804315609403842335e-02,8.888729016876203981e-02,5.006315226202146960e+02,2.578294797939534311e-02,2.578294797939534311e-02,4.116883066065432477e-05,4.104134243720156258e-05,1.154342304753413151e+00,1.154424514926511103e+00,1.903598478739677091e+01,1.897703572706947739e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.269345721471547518e-07
4.198664440734557502e+03,6.803875472912140898e-02,8.886335469740985760e-02,5.006801014999293784e+02,2.578128021191940580e-02,2.578128021191940580e-02,4.112789046171054009e-05,4.100078102828225076e-05,1.154307444964237206e+00,1.154389573635727251e+00,1.901705451923562862e+01,1.895828060697612827e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.272835170583132885e-07
4.207011686143572661e+03,6.803435239557655001e-02,8.883942771949654427e-02,5.007286989301506992e+02,2.577961207741050545e-02,2.577961207741050545e-02,4.108707058822244997e-05,4.096033808725778222e-05,1.154272574040722033e+00,1.154354621449397600e+00,1.899817988815495085e+01,1.893958026504887471e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.273995586740963570e-07
4.215358931552587819e+03,6.802995049002627526e-02,8.881563136447880036e-02,5.007772994967691034e+02,2.577794410507753403e-02,2.577794410507753403e-02,4.104637351583500794e-05,4.092001607426316471e-05,1.154237691211176697e+00,1.154319657600766824e+00,1.897936203886395035e+01,1.892093583882531505e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.273482849229071307e-07
4.223706176961602978e+03,6.802554858408138561e-02,8.879205457262832890e-02,5.008259079301798238e+02,2.577627613259503292e-02,2.577627613259503292e-02,4.100579797791130605e-05,4.087981374168837107e-05,1.154202783666498089e+00,1.154284669278217601e+00,1.896060038568456463e+01,1.890234675142519549e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.273483321977716102e-07
4.232053422370618136e+03,6.802113818248956001e-02,8.876796979613844896e-02,5.008746180645180175e+02,2.577460494093759130e-02,2.577460494093759130e-02,4.096534073541053384e-05,4.083972788748033091e-05,1.154167854486136013e+00,1.154249659554758889e+00,1.894189343092228484e+01,1.888381152225670334e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.283661107006980363e-07
4.240400667779633295e+03,6.801673238864731907e-02,8.874423972198920707e-02,5.009232851931589607e+02,2.577293549525101410e-02,2.577293549525101410e-02,4.092500408545406029e-05,4.079976079481434099e-05,1.154132925726411685e+00,1.154214650491291794e+00,1.892324223673911376e+01,1.886533120703333921e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.278141023004555732e-07
4.248747913188647544e+03,6.801232002033454072e-02,8.872031366042518186e-02,5.009720328438313572e+02,2.577126355836265037e-02,2.577126355836265037e-02,4.088478606881683298e-05,4.075991052953512533e-05,1.154097959382918370e+00,1.154179604079516697e+00,1.890464589721234745e+01,1.884690491142436741e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.286017238708965241e-07
4.257095158597662703e+03,6.800791149945736858e-02,8.869663898956886561e-02,5.010207458848898341e+02,2.576959307934658175e-02,2.576959307934658175e-02,4.084468604914255494e-05,4.072017646811884123e-05,1.154062997701528426e+00,1.154144562564045629e+00,1.888610411809829159e+01,1.882853234711967616e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.281408010852139070e-07
4.265442404006677862e+03,6.800349474076809730e-02,8.867257047867424524e-02,5.010695578688653882e+02,2.576791947885448061e-02,2.576791947885448061e-02,4.080470344774757974e-05,4.068055804411749071e-05,1.154028004715318190e+00,1.154109489976810066e+00,1.886761663182040749e+01,1.881021325220034512e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.291276909746899301e-07
4.273789649415693020e+03,6.799907991762998982e-02,8.864881405134067416e-02,5.011183563831773995e+02,2.576624661178243333e-02,2.576624661178243333e-02,4.076483938183923366e-05,4.064105637150388614e-05,1.153992993916520771e+00,1.154074399812274221e+00,1.884918395496227461e+01,1.879194814175435013e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.288958119452678871e-07
4.282136894824708179e+03,6.799466584706415073e-02,8.862513765010691935e-02,5.011671544982524438e+02,2.576457402987545817e-02,2.576457402987545817e-02,4.072509145250922166e-05,4.060166908005224674e-05,1.153957979218003027e+00,1.154039305978535657e+00,1.883080497829681121e+01,1.877373591981707079e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.288056537875144723e-07
4.290484140233723338e+03,6.799024613901717695e-02,8.860115149744356156e-02,5.012160228719034762e+02,2.576289931181120763e-02,2.576289931181120763e-02,4.068545856905189971e-05,4.056239509570576087e-05,1.153922946568022079e+00,1.154004194421686780e+00,1.881247919749450759e+01,1.875557608975721990e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.294810240274503883e-07
4.298831385642738496e+03,6.798582439450846782e-02,8.857718970918997126e-02,5.012649217104172408e+02,2.576122382208981959e-02,2.576122382208981959e-02,4.064594125174096552e-05,4.052323494072763044e-05,1.153887892072072541e+00,1.153969061248264927e+00,1.879420685312382844e+01,1.873746889306318764e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.297249921433459378e-07
4.307178631051752745e+03,6.798140164216089076e-02,8.855328726211682266e-02,5.013138396485600765e+02,2.575954795047761051e-02,2.575954795047761051e-02,4.060653949506895668e-05,4.048418861635993781e-05,1.153852820857957706e+00,1.153933911586069172e+00,1.877598794263818505e+01,1.871941433030929502e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.298457312397801734e-07
4.315525876460767904e+03,6.797697776296647565e-02,8.852942225737209236e-02,5.013627780101936651e+02,2.575787165188000646e-02,2.575787165188000646e-02,4.056725225973327058e-05,4.044525509931007373e-05,1.153817734174883203e+00,1.153898746682242127e+00,1.875782198547623381e+01,1.870141192833703414e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.299807274909222721e-07
4.323873121869783063e+03,6.797255286729525503e-02,8.850561462764464093e-02,5.014117355819691397e+02,2.575619496811849124e-02,2.575619496811849124e-02,4.052807944767151379e-05,4.040643429898157612e-05,1.153782630910517693e+00,1.153863565424264381e+00,1.873970893629507728e+01,1.868346164525566167e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.301025014122216948e-07
4.332220367278798221e+03,6.796812610837059399e-02,8.848184280415298530e-02,5.014607217423176735e+02,2.575451757833201183e-02,2.575451757833201183e-02,4.048901974921862275e-05,4.036772492399283831e-05,1.153747506101580056e+00,1.153828362846253119e+00,1.872164818952093768e+01,1.866556288394545859e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.303257191743847543e-07
4.340567612687813380e+03,6.796369369093950563e-02,8.845776879668322545e-02,5.015097785113595137e+02,2.575283804442134519e-02,2.575283804442134519e-02,4.045007236660179314e-05,4.032912619015604144e-05,1.153712362302340866e+00,1.153793141500897512e+00,1.870363937627302064e+01,1.864771528180716587e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.310036082443762470e-07
4.348914858096828539e+03,6.795926165584313672e-02,8.843374520365708535e-02,5.015588390468346347e+02,2.575115865538515209e-02,2.575115865538515209e-02,4.041123621769524194e-05,4.029063703138895867e-05,1.153677214496837244e+00,1.153757916370086400e+00,1.868568199618904302e+01,1.862991834589686135e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.309578045449873635e-07
4.357262103505843697e+03,6.795483166191659818e-02,8.841003070941946818e-02,5.016078849814868477e+02,2.574948003979008609e-02,2.574948003979008609e-02,4.037251287411004909e-05,4.025225901160076877e-05,1.153642050178864675e+00,1.153722674950750315e+00,1.866777677596355645e+01,1.861217279934781743e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.307132723993077721e-07
4.365609348914857947e+03,6.795039387638816819e-02,8.838597441948922717e-02,5.016570251946016583e+02,2.574779847179718695e-02,2.574779847179718695e-02,4.033389951849464472e-05,4.021398934485211871e-05,1.153606852802361082e+00,1.153687400691224552e+00,1.864992241288620889e+01,1.859447735397432666e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.316467063059626355e-07
4.373956594323873105e+03,6.794595917953512310e-02,8.836210042039698009e-02,5.017061392219357572e+02,2.574611807416677528e-02,2.574611807416677528e-02,4.029539753547837171e-05,4.017582940966842866e-05,1.153571660848087266e+00,1.153652132075032588e+00,1.863211954719337982e+01,1.857683264719038974e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.312766829947938326e-07
4.382303839732888264e+03,6.794151865253912626e-02,8.833809833310488080e-02,5.017553258481892158e+02,2.574443546737556487e-02,2.574443546737556487e-02,4.025700569261850010e-05,4.013777799074949929e-05,1.153536430499157106e+00,1.153616825282840486e+00,1.861436760901800014e+01,1.855923811705543969e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.319751341204129931e-07
