# t_yr,a_AU,e,n_radyr,RL1_AU,RL2_AU,Ls1,Ls2,Jorb,Jtot,Omega1,Omega2,MB_saturated(super=1),super_synchronous(1),da_dt_AU_per_yr
1.268781302170283880e+03,6.947945146061523802e-02,9.688568223137260238e-02,4.851882721141373622e+02,2.632718976424607699e-02,2.632718976424607699e-02,7.481031454441956037e-05,7.405341249873698139e-05,1.165588110054349258e+00,1.165736973781392516e+00,3.459141264774762448e+01,3.424143001292546273e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.550574515359280337e-07
1.277128547579298811e+03,6.947564761647022358e-02,9.686367894071525042e-02,4.852281192956951372e+02,2.632574840965080931e-02,2.632574840965080931e-02,7.456549420560130319e-05,7.381592477891609394e-05,1.165558710944642806e+00,1.165707092363627240e+00,3.447821059244019182e+01,3.413161847470209409e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.557005285727357207e-07
1.285475792988313970e+03,6.947184142941358054e-02,9.684178900304042659e-02,4.852679964800034327e+02,2.632430616727825246e-02,2.632430616727825246e-02,7.432306455529431031e-05,7.358071002852894290e-05,1.165529277680108500e+00,1.165677181454692235e+00,3.436611396348083503e+01,3.402285793090504740e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.559812093858288832e-07
1.293823038397328901e+03,6.946803794143228961e-02,9.682014976736565137e-02,4.853078508427585689e+02,2.632286494764073115e-02,2.632286494764073115e-02,7.408298486828385015e-05,7.334773021288251162e-05,1.165499836919196675e+00,1.165647267634277728e+00,3.425510393000757858e+01,3.391513079473806158e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.556578601586587584e-07
1.302170283806344059e+03,6.946422889809833467e-02,9.679818569739395695e-02,4.853477688841268787e+02,2.632142162296609300e-02,2.632142162296609300e-02,7.384521055078790009e-05,7.311694349094698662e-05,1.165470384982893126e+00,1.165617347136934878e+00,3.414515987237826522e+01,3.380841771939932983e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.563233914077934426e-07
1.310517529215358991e+03,6.946041639494940356e-02,9.677619350873556403e-02,4.853877286637492716e+02,2.631997698729657276e-02,2.631997698729657276e-02,7.360971030638191535e-05,7.288832087912596120e-05,1.165440905636573099e+00,1.165587403667758704e+00,3.403626731949297834e+01,3.370270530321357683e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.567378772419523943e-07
1.318864774624373922e+03,6.945660302768065508e-02,9.675428637144320443e-02,4.854277029858870947e+02,2.631853202419432228e-02,2.631853202419432228e-02,7.337645093175207249e-05,7.266183150007327746e-05,1.165411407770260865e+00,1.165557446052692736e+00,3.392841091852857005e+01,3.359797926885782715e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.568413987960730054e-07
1.327212020033389081e+03,6.945278824299777609e-02,9.673240100327054614e-02,4.854676976565282303e+02,2.631708652400478049e-02,2.631708652400478049e-02,7.314540093318158448e-05,7.243744609435837718e-05,1.165381893949929859e+00,1.165527476796957451e+00,3.382157610715950824e+01,3.349422608711431337e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.570112050088958223e-07
1.335559265442404012e+03,6.944897169436418938e-02,9.671051032595029406e-02,4.855077163167304093e+02,2.631564035541811633e-02,2.631564035541811633e-02,7.291651183259311819e-05,7.221511886318292641e-05,1.165352364349542702e+00,1.165497495980238440e+00,3.371574046969101346e+01,3.339142458115546930e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.572225263036934643e-07
1.343906510851419171e+03,6.944515323612072966e-02,9.668860438957443959e-02,4.855477605028074777e+02,2.631419346324108746e-02,2.631419346324108746e-02,7.268976251360941790e-05,7.199483054080570111e-05,1.165322818876848521e+00,1.165467503469902910e+00,3.361089424215772681e+01,3.328956584272835073e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.574512975664673156e-07
1.352253756260434102e+03,6.944133302201069280e-02,9.666669287464821347e-02,4.855878286114378852e+02,2.631274590573019073e-02,2.631274590573019073e-02,7.246511607632755061e-05,7.177654649218993290e-05,1.165293257718294395e+00,1.165437499380862940e+00,3.350702036247701443e+01,3.318863385699788182e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.576616503824205921e-07
1.360601001669449033e+03,6.943751141000803484e-02,9.664480273932880838e-02,4.856279168959156891e+02,2.631129781852909605e-02,2.631129781852909605e-02,7.224253655924835692e-05,7.156023295280582121e-05,1.165263680811159830e+00,1.165407483580672032e+00,3.340410220247314044e+01,3.308861301164122182e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.578291179184286568e-07
1.368948247078464192e+03,6.943368896605216223e-02,9.662299701308169064e-02,4.856680194254890921e+02,2.630984941608385461e-02,2.630984941608385461e-02,7.202200189632888784e-05,7.134586962586575930e-05,1.165234085741768233e+00,1.165377453613290371e+00,3.330212955906646499e+01,3.298949392166165495e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.579287859135316095e-07
1.377295492487479123e+03,6.942986320063161687e-02,9.660116974949382873e-02,4.857081623285115484e+02,2.630839975506749778e-02,2.630839975506749778e-02,7.180347321182655243e-05,7.113341984110933174e-05,1.165204463664426315e+00,1.165347400557479318e+00,3.320108445656924800e+01,3.289125963116056539e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.583266973813389292e-07
1.385642737896494282e+03,6.942603182982690080e-02,9.657901128896524690e-02,4.857483695900662042e+02,2.630694797005606739e-02,2.630694797005606739e-02,7.158691584542392855e-05,7.092285098706583148e-05,1.165174830583860954e+00,1.165317340350693343e+00,3.310095086845694823e+01,3.279389506097609797e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.589982224049780753e-07
1.393989983305509213e+03,6.942220324618302019e-02,9.655710350161396394e-02,4.857885531440947489e+02,2.630549724115706367e-02,2.630549724115706367e-02,7.137230780868805051e-05,7.071414274001125867e-05,1.165145190816571752e+00,1.165287277267120558e+00,3.300171862753586538e+01,3.269739081365648303e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.586643205369024807e-07
1.402337228714524372e+03,6.941837246900954550e-02,9.653531450115436507e-02,4.858287652660666254e+02,2.630404568108469718e-02,2.630404568108469718e-02,7.115962485874147809e-05,7.050727255524380369e-05,1.165115517562096414e+00,1.165257184459510542e+00,3.290337652418360648e+01,3.260173646479583454e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.589271053822601203e-07
1.410684474123539303e+03,6.941453636441391462e-02,9.651315280899584736e-02,4.858690388702374321e+02,2.630259210234275197e-02,2.630259210234275197e-02,7.094881904947211064e-05,7.030219479819998282e-05,1.165085840313363930e+00,1.165227091327211806e+00,3.280590238867988262e+01,3.250691091350684303e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.595653305565851697e-07
1.419031719532554234e+03,6.941070346679407976e-02,9.649143125687184575e-02,4.859092843633351890e+02,2.630113973878974928e-02,2.630113973878974928e-02,7.073988753712451142e-05,7.009890767864396265e-05,1.165056138422976950e+00,1.165196977218192709e+00,3.270929490610550516e+01,3.241291333200544500e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.591811348562203932e-07
1.427378964941569393e+03,6.940686334597429008e-02,9.646923843156532397e-02,4.859496112722076759e+02,2.629968463821807240e-02,2.629968463821807240e-02,7.053278329711813472e-05,6.989736639454804132e-05,1.165026427789565222e+00,1.165166857939256895e+00,3.261353233284557263e+01,3.231972300435912615e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.600464742107966570e-07
1.435726210350584324e+03,6.940302370589787606e-02,9.644733052145419705e-02,4.859899387098927264e+02,2.629822971980991936e-02,2.629822971980991936e-02,7.032749347043830554e-05,6.969755935849594383e-05,1.164996687261672159e+00,1.165136712314501111e+00,3.251860872304240502e+01,3.222733457268239476e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.599888811544046787e-07
1.444073455759599483e+03,6.939918517136411946e-02,9.642547648344659827e-02,4.860302601117963377e+02,2.629677522031457007e-02,2.629677522031457007e-02,7.012398751597635998e-05,6.949945774965520374e-05,1.164966948305880212e+00,1.165106571751145959e+00,3.242450995484531262e+01,3.213573471056012210e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.598564371440332234e-07
1.452420701168614414e+03,6.939533907504599752e-02,9.640329666206347292e-02,4.860706665379208289e+02,2.629531785550396142e-02,2.629531785550396142e-02,6.992222738439990936e-05,6.930302540687984403e-05,1.164937181215431661e+00,1.165076406468222858e+00,3.233121843468894241e+01,3.204490669750222054e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.607623389110134374e-07
1.460767946577629345e+03,6.939149304102186500e-02,9.638129171755600855e-02,4.861110779084584124e+02,2.629386051429783225e-02,2.629386051429783225e-02,6.972220481657423095e-05,6.910825514558921619e-05,1.164907393211609632e+00,1.165046223671571735e+00,3.223873034364621049e+01,3.195484721144280726e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.607548760910819812e-07
1.469115191986644504e+03,6.938764685252460374e-02,9.635937744318241738e-02,4.861514965023301329e+02,2.629240311455865661e-02,2.629240311455865661e-02,6.952389500850309260e-05,6.891512365160107042e-05,1.164877592030775677e+00,1.165016031049435963e+00,3.214703421263995153e+01,3.186554547217724931e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.607733819718916372e-07
1.477462437395659435e+03,6.938379970046157363e-02,9.633748555197015062e-02,4.861919308256092336e+02,2.629094534970465025e-02,2.629094534970465025e-02,6.932726570038015004e-05,6.872360032317173344e-05,1.164847778623851582e+00,1.164985829489875169e+00,3.205611512511381278e+01,3.177698732981794549e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.608888171510113531e-07
1.485809682804674594e+03,6.937994986426844479e-02,9.631551994281641049e-02,4.862323989708252157e+02,2.628948656777866863e-02,2.628948656777866863e-02,6.913229383136447383e-05,6.853366349199111471e-05,1.164817949431333322e+00,1.164955615388656662e+00,3.196596241800523686e+01,3.168916276519225406e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.612103759368278322e-07
1.494156928213689525e+03,6.937609734964018948e-02,9.629350502855631155e-02,4.862729008909338404e+02,2.628802677093866266e-02,2.628802677093866266e-02,6.893895918954601036e-05,6.834529424289470848e-05,1.164788101728712943e+00,1.164925385982145345e+00,3.187656674556388836e+01,3.160206303214981105e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.615312524649913554e-07
1.502504173622704684e+03,6.937224233000023610e-02,9.627145593632165099e-02,4.863134347751554287e+02,2.628656602489832725e-02,2.628656602489832725e-02,6.874723515710011597e-05,6.815846739714124776e-05,1.164758235253383845e+00,1.164895140955938047e+00,3.178791580001963268e+01,3.151567648833575319e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.618313528664079071e-07
1.510851419031719615e+03,6.936838444294679551e-02,9.624933169092698970e-02,4.863540044468567203e+02,2.628510419233617834e-02,2.628510419233617834e-02,6.855709918493474832e-05,6.797316171768253399e-05,1.164728351594422229e+00,1.164864881855324885e+00,3.169999915493658449e+01,3.142999331398789664e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.621748690021878288e-07
1.519198664440734547e+03,6.936452484338746782e-02,9.622718213550666977e-02,4.863945977721306804e+02,2.628364171087041803e-02,2.628364171087041803e-02,6.836853255298182275e-05,6.778935967872172692e-05,1.164698454800614069e+00,1.164834612692845717e+00,3.161280815437466885e+01,3.134500540538318347e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.623800272074620664e-07
1.527545909849749705e+03,6.936066500867972551e-02,9.620510673806939583e-02,4.864351992182481581e+02,2.628217914030209906e-02,2.628217914030209906e-02,6.818151611079893118e-05,6.760704331605762790e-05,1.164668546022707529e+00,1.164804334582134393e+00,3.152633394339376238e+01,3.126070445608553783e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.624081979875219845e-07
1.535893155258764637e+03,6.935680522035071738e-02,9.618316239411450752e-02,4.864758058253505624e+02,2.628071658730762872e-02,2.628071658730762872e-02,6.799602759521779531e-05,6.742619161166648971e-05,1.164638621197857882e+00,1.164774043417064586e+00,3.144056622776578536e+01,3.117708074760710701e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.624026418151790651e-07
1.544240400667779795e+03,6.935294194551688829e-02,9.616121447348767448e-02,4.865164547695248416e+02,2.627925271320494943e-02,2.627925271320494943e-02,6.781204558046791489e-05,6.724678434412721716e-05,1.164608665892574502e+00,1.164743724722498985e+00,3.135549510046557486e+01,3.109412492979977571e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.628203250927174693e-07
1.552587646076794726e+03,6.934907378318937166e-02,9.613893453842396741e-02,4.865571608113299931e+02,2.627778698713062466e-02,2.627778698713062466e-02,6.762954070737879967e-05,6.706879353514625948e-05,1.164578705455929120e+00,1.164713403790171631e+00,3.127110698615679141e+01,3.101182406582852380e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.634058468364978801e-07
1.560934891485809658e+03,6.934520986603677495e-02,9.611706369292088992e-02,4.865978278469783618e+02,2.627632286964018751e-02,2.627632286964018751e-02,6.744851117843310092e-05,6.689221806877062421e-05,1.164548732812277887e+00,1.164683073541525227e+00,3.118740105368848603e+01,3.093017763968977007e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.628972748810907727e-07
1.569282136894824816e+03,6.934133726474349391e-02,9.609480741467507636e-02,4.866385919660813215e+02,2.627485546155065507e-02,2.627485546155065507e-02,6.726891939081653727e-05,6.671702188943708610e-05,1.164518729172453915e+00,1.164652715113734249e+00,3.110435991596004257e+01,3.084916897971365302e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.639376349350613797e-07
1.577629382303839748e+03,6.933746981453255132e-02,9.607290991093220267e-02,4.866793075439749714e+02,2.627339000531191820e-02,2.627339000531191820e-02,6.709076180755887216e-05,6.654320215370207914e-05,1.164488726639464122e+00,1.164622360603425388e+00,3.102198193751788224e+01,3.076879677112519573e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.633205352709276480e-07
1.585976627712854906e+03,6.933359363291417832e-02,9.605061942205249392e-02,4.867201207411505948e+02,2.627192124056374617e-02,2.627192124056374617e-02,6.691400251617066555e-05,6.637072441596013708e-05,1.164458693535549871e+00,1.164591978262482064e+00,3.094025051284779337e+01,3.068904508668014941e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.643665578810777155e-07
1.594323873121869838e+03,6.932972151264910066e-02,9.602873160635612415e-02,4.867608968711326156e+02,2.627045401474567207e-02,2.627045401474567207e-02,6.673864466571771019e-05,6.619959232851403111e-05,1.164428647452606658e+00,1.164561585689600998e+00,3.085916709804089209e+01,3.060991561516049586e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.638800077563090161e-07
1.602671118530884996e+03,6.932584512408403177e-02,9.600654657406364201e-02,4.868017236525582234e+02,2.626898517158115370e-02,2.626898517158115370e-02,6.656465039257388546e-05,6.602976950662992593e-05,1.164398597445089001e+00,1.164531191864988102e+00,3.077871418540022219e+01,3.053139153269176020e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.643913500952454848e-07
1.611018363939899928e+03,6.932196480779262426e-02,9.598432241636249695e-02,4.868425975176639895e+02,2.626751484012053092e-02,2.626751484012053092e-02,6.639200786699963794e-05,6.586124495505363524e-05,1.164368517230943922e+00,1.164500770483765990e+00,3.069888630499287530e+01,3.045346775519727345e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.648618917106241927e-07
1.619365609348914859e+03,6.931808448623930086e-02,9.596222848799222660e-02,4.868834771584236591e+02,2.626604450666605861e-02,2.626604450666605861e-02,6.622070557240513473e-05,6.569400797229832964e-05,1.164338420648301398e+00,1.164470335361846187e+00,3.061967813168268293e+01,3.037613933443494219e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.648625220881493802e-07
1.627712854757930018e+03,6.931420380274994075e-02,9.594020234666228442e-02,4.869243663343738149e+02,2.626457403606660343e-02,2.626457403606660343e-02,6.605072672173279195e-05,6.552804269890838754e-05,1.164308311752827008e+00,1.164439890522247723e+00,3.054108190333096573e+01,3.029939893717837407e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.649058820253329980e-07
1.636060100166944949e+03,6.931032166137029993e-02,9.591816835115775375e-02,4.869652765982842766e+02,2.626310301304260117e-02,2.626310301304260117e-02,6.588204613985960988e-05,6.536332507000042213e-05,1.164278189870930680e+00,1.164409435242140578e+00,3.046308597925591144e+01,3.022323543610753305e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.650805372809759911e-07
1.644407345575960107e+03,6.930643690397252088e-02,9.589606943864306676e-02,4.870062201647245956e+02,2.626163099875565912e-02,2.626163099875565912e-02,6.571465105057089134e-05,6.519984311287546457e-05,1.164248051703364206e+00,1.164378966197527676e+00,3.038568445188558442e+01,3.014764329518673591e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.653939362539225288e-07
1.652754590984975039e+03,6.930254950763828359e-02,9.587391828673379190e-02,4.870471972880101248e+02,2.626015798452153646e-02,2.626015798452153646e-02,6.554852587549710933e-05,6.503758210615003302e-05,1.164217895621707299e+00,1.164348481729688967e+00,3.030887011796449926e+01,3.007261570742080536e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.657100808416328259e-07
1.661101836393989970e+03,6.929865942444526916e-02,9.585170429375118595e-02,4.870882084862277566e+02,2.625868395218149479e-02,2.625868395218149479e-02,6.538365476248805071e-05,6.487652704834719238e-05,1.164187722410777059e+00,1.164317982592587786e+00,3.023263564764419087e+01,2.999814573630262160e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.660319665231335133e-07
1.669449081803005129e+03,6.929476735059972303e-02,9.582945162544505291e-02,4.871292464311340495e+02,2.625720916554236464e-02,2.625720916554236464e-02,6.522001755058951054e-05,6.471665871563224675e-05,1.164157535190163628e+00,1.164287471866429780e+00,3.015697171873571492e+01,2.992422449295634124e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.662704466964187719e-07
1.677796327212020060e+03,6.929087470094000278e-02,9.580724726037967431e-02,4.871702962115342075e+02,2.625573416071543334e-02,2.625573416071543334e-02,6.505760689874195231e-05,6.455797039669641422e-05,1.164127336049204375e+00,1.164256951626499781e+00,3.008187493681919733e+01,2.985084887415143129e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.663394292344910383e-07
1.686143572621035219e+03,6.928698190585619310e-02,9.578514147927191802e-02,4.872113532915024621e+02,2.625425910078432387e-02,2.625425910078432387e-02,6.489640639786328866e-05,6.440044651021055336e-05,1.164097122948843044e+00,1.164226419801751122e+00,3.000733771452739163e+01,2.977801167526391879e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.663568510403928974e-07
1.694490818030050150e+03,6.928308827938070569e-02,9.576318495984922907e-02,4.872524249092033983e+02,2.625278372582185230e-02,2.625278372582185230e-02,6.473639645319004504e-05,6.424406834910976853e-05,1.164066884433375471e+00,1.164195864898177835e+00,2.993335099147131828e+01,2.970570424636624196e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.664564517633970195e-07
1.702838063439065081e+03,6.927918667254860663e-02,9.574077068733644058e-02,4.872935864956780279e+02,2.625130532693851701e-02,2.625130532693851701e-02,6.457756171269399259e-05,6.408882134009576245e-05,1.164036628731635048e+00,1.164165295114687915e+00,2.985990766905306160e+01,2.963391984893607756e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.674124984854724174e-07
1.711185308848080240e+03,6.927528895514252494e-02,9.571864270093266569e-02,4.873347128360755960e+02,2.624982840183850627e-02,2.624982840183850627e-02,6.441989129805900690e-05,6.393469527196348466e-05,1.164006371853468780e+00,1.164134726440038792e+00,2.978700271726674842e+01,2.956265376143188917e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.669465452485791258e-07
1.719532554257095171e+03,6.927138701646183561e-02,9.569650355459999314e-02,4.873758895114506799e+02,2.624834987721092958e-02,2.624834987721092958e-02,6.426337060309772107e-05,6.378167627964168040e-05,1.163976079122815310e+00,1.164104124169698107e+00,2.971462938238251539e+01,2.949189957280723107e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.674522539465872049e-07
1.727879799666110330e+03,6.926748425995507552e-02,9.567424436112324793e-02,4.874170806180036948e+02,2.624687104269227481e-02,2.624687104269227481e-02,6.410798160090277564e-05,6.362974714269262742e-05,1.163945791368260263e+00,1.164073529097003901e+00,2.964277932896968437e+01,2.942164932053352189e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.675502295098507416e-07
1.736227045075125261e+03,6.926357839984859099e-02,9.565205672153533067e-02,4.874583102905094165e+02,2.624539103215600341e-02,2.624539103215600341e-02,6.395372054217958110e-05,6.347890459076559286e-05,1.163915467845201279e+00,1.164042900470334319e+00,2.957145082339838282e+01,2.935190149243891966e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.679220407568515321e-07
1.744574290484140420e+03,6.925967488770977398e-02,9.562999036038752343e-02,4.874995209858725502e+02,2.624391191131286022e-02,2.624391191131286022e-02,6.380056814323209176e-05,6.332913015517696305e-05,1.163885148777887402e+00,1.164012278476185935e+00,2.950063494911356798e+01,2.928264754882057375e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.676407542302704656e-07
1.752921535893155351e+03,6.925576355768073289e-02,9.560758695122219264e-02,4.875408200418505658e+02,2.624242982811069574e-02,2.624242982811069574e-02,6.364850736417021948e-05,6.318040754983055484e-05,1.163854800229400022e+00,1.163981629144314134e+00,2.943032382706977401e+01,2.921387995917849523e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.685773374791282688e-07
1.761268781302170282e+03,6.925185336343657461e-02,9.558541782089631511e-02,4.875821129342202767e+02,2.624094817528073095e-02,2.624094817528073095e-02,6.349753081342090642e-05,6.303272991567934649e-05,1.163824433257051982e+00,1.163950963517780934e+00,2.936051403949025129e+01,2.914559555196972340e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.684412704501674975e-07
1.769616026711185441e+03,6.924794444975299057e-02,9.556338771400393894e-02,4.876233981298533422e+02,2.623946700768144472e-02,2.623946700768144472e-02,6.334762521417347146e-05,6.288608462928241695e-05,1.163794059790522306e+00,1.163920293500365633e+00,2.929119944733335146e+01,2.907778849026312784e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.682878592933601028e-07
1.777963272120200372e+03,6.924403141120194505e-02,9.554113870476221848e-02,4.876647327273572046e+02,2.623798427708524256e-02,2.623798427708524256e-02,6.319877188963201914e-05,6.274045377472226449e-05,1.163763674582766416e+00,1.163889613808430701e+00,2.922237141466754906e+01,2.901045048994843256e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.687820184152588629e-07
1.786310517529215531e+03,6.924011498177458368e-02,9.551880766423484492e-02,4.877061089913410683e+02,2.623650026161642584e-02,2.623650026161642584e-02,6.305096358292920124e-05,6.259583059936608019e-05,1.163733268424911316e+00,1.163858915219093459e+00,2.915402658600243058e+01,2.894357842868737762e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.691882453978843246e-07
1.794657762938230462e+03,6.923619739078108737e-02,9.549652891255783205e-02,4.877475033809625415e+02,2.623501580600636623e-02,2.623501580600636623e-02,6.290418624833533695e-05,6.245220170060254076e-05,1.163702844977533735e+00,1.163828201365482595e+00,2.908615846675720817e+01,2.887716610926956307e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.693274010208634041e-07
1.803005008347245393e+03,6.923227867409889602e-02,9.547428642728487957e-02,4.877889155234177565e+02,2.623353092384976548e-02,2.623353092384976548e-02,6.275843070637694720e-05,6.230955842940305003e-05,1.163672406342352472e+00,1.163797474331488280e+00,2.901876281245094091e+01,2.881120953248553462e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.694622585265287113e-07
1.811352253756260552e+03,6.922835884270256424e-02,9.545208167337854155e-02,4.878303453089162076e+02,2.623204561930510270e-02,2.623204561930510270e-02,6.261368715152873022e-05,6.216789151700827752e-05,1.163641952449706363e+00,1.163766734028374827e+00,2.895183508912365156e+01,2.874570441256961573e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.695958012805403672e-07
1.819699499165275483e+03,6.922443779887584026e-02,9.542992840352844397e-02,4.878717937766327282e+02,2.623055985534568715e-02,2.623055985534568715e-02,6.246993729242691462e-05,6.202718338086922684e-05,1.163611480939596987e+00,1.163735978060270293e+00,2.888536683906310998e+01,2.868064261955721861e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.697410504415380724e-07
1.828046744574290642e+03,6.922051298057725621e-02,9.540766297805609863e-02,4.879132880216919830e+02,2.622907266116144068e-02,2.622907266116144068e-02,6.232717352147911503e-05,6.188742688748044172e-05,1.163580988615222189e+00,1.163705203215630979e+00,2.881935454460775148e+01,2.861602085499902870e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.701932321703608001e-07
1.836393989983305573e+03,6.921658459266502583e-02,9.538520587515558757e-02,4.879548258959528653e+02,2.622758411437733916e-02,2.622758411437733916e-02,6.218538041372710505e-05,6.174860724350655580e-05,1.163550486092372660e+00,1.163674420080029970e+00,2.875379107343769292e+01,2.855183227863015105e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.706208718852048026e-07
1.844741235392320732e+03,6.921265766861743607e-02,9.536290571760200341e-02,4.879963541824742492e+02,2.622609612228158499e-02,2.622609612228158499e-02,6.204455238089909600e-05,6.161071927855380642e-05,1.163519976622583663e+00,1.163643631894243136e+00,2.868867384160154543e+01,2.848807449972111527e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.704455009012461947e-07
1.853088480801335663e+03,6.920873172602429180e-02,9.534084783439242261e-02,4.880378779785423262e+02,2.622460850207905536e-02,2.622460850207905536e-02,6.190468255206552203e-05,6.147375656110232612e-05,1.163489446613709122e+00,1.163612825052822375e+00,2.862399967206200202e+01,2.842474454441250487e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.703279226586890135e-07
1.861435726210350595e+03,6.920479727512704460e-02,9.531836776391039434e-02,4.880794976732810824e+02,2.622311765790552932e-02,2.622311765790552932e-02,6.176574664327779253e-05,6.133769560068486667e-05,1.163458890681738911e+00,1.163581994123982888e+00,2.855975733620586610e+01,2.836183155098758490e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.713472174902197475e-07
1.869782971619365753e+03,6.920086658738593133e-02,9.529612517618220313e-02,4.881210834676999752e+02,2.622162823966907655e-02,2.622162823966907655e-02,6.162774393218313366e-05,6.120253597237808015e-05,1.163428338130513273e+00,1.163551168410417835e+00,2.849594650002565999e+01,2.829933532296677967e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.708963913853622441e-07
1.878130217028380684e+03,6.919693085435517366e-02,9.527381458866802932e-02,4.881627285572474193e+02,2.622013690966885219e-02,2.622013690966885219e-02,6.149066335244180630e-05,6.106826711594532146e-05,1.163397749106713785e+00,1.163520308037182316e+00,2.843256204657560460e+01,2.823725097742043033e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.715008170847742924e-07
1.886477462437395843e+03,6.919299695825645302e-02,9.525156863409962871e-02,4.882043601276280924e+02,2.621864627571986878e-02,2.621864627571986878e-02,6.135449573280590222e-05,6.093488032092411099e-05,1.163367166625103533e+00,1.163489456001157274e+00,2.836959973517815570e+01,2.817557448673278131e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.712807526267245451e-07
1.894824707846410774e+03,6.918905664133741251e-02,9.522913563617045607e-02,4.882460655803761824e+02,2.621715320879032529e-02,2.621715320879032529e-02,6.121922544283204355e-05,6.080236054281110624e-05,1.163336549407154585e+00,1.163458570993140206e+00,2.830705233849948144e+01,2.811429889450180397e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.720499669010583803e-07
